geneA	geneA.ncbi-id	geneA.ensembl-id	geneB	geneB.ncbi-id	geneB.ensembl-id	geneA.perturbation	geneB.perturbation	assay	cell.line	cellosaurus.id	pmid
AKT1	NCBIGene:207	ENSG00000142208	CTSD	NCBIGene:1509	ENSG00000117984	pharmaceutical	shRNA	growth inhibition assay	HCC193	CVCL_5130	23824739
CCNE1	NCBIGene:898	ENSG00000105173	PSMA5	NCBIGene:5686	ENSG00000143106	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	HNRNPA3	NCBIGene:220988	ENSG00000170144	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	IARS2	NCBIGene:55699	ENSG00000067704	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	UBA1	NCBIGene:7317	ENSG00000130985	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	CSE1L	NCBIGene:1434	ENSG00000124207	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	CHD2	NCBIGene:1106	ENSG00000173575	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	XRCC2	NCBIGene:7516	ENSG00000196584	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	MYC	NCBIGene:4609	ENSG00000136997	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	SLC35A3	NCBIGene:23443	ENSG00000117620	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	VCP	NCBIGene:7415	ENSG00000165280	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	ACAT2	NCBIGene:39	ENSG00000120437	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	SPATA6	NCBIGene:54558	ENSG00000132122	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	CDC42	NCBIGene:998	ENSG00000070831	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	SMC2	NCBIGene:10592	ENSG00000136824	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	TUBB	NCBIGene:203068	ENSG00000196230	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	RRM1	NCBIGene:6240	ENSG00000167325	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	DUSP16	NCBIGene:80824	ENSG00000111266	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	ENPP2	NCBIGene:5168	ENSG00000136960	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	DDX17	NCBIGene:10521	ENSG00000100201	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	BRCA1	NCBIGene:672	ENSG00000012048	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	CDK2	NCBIGene:1017	ENSG00000123374	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	CCNA2	NCBIGene:890	ENSG00000145386	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	SRBD1	NCBIGene:55133	ENSG00000068784	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
CCNE1	NCBIGene:898	ENSG00000105173	TPX2	NCBIGene:22974	ENSG00000088325	overexpression	shRNA	shRNA depletion assay	102 cancer cell lines	n/a	24218601
AKT1	NCBIGene:207	ENSG00000142208	AKT2	NCBIGene:208	ENSG00000105221	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
PIM1	NCBIGene:5292	ENSG00000137193	PIM2	NCBIGene:11040	ENSG00000102096	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
ALAD	NCBIGene:210	ENSG00000148218	GPI	NCBIGene:2821	ENSG00000105220	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
ATM	NCBIGene:472	ENSG00000149311	PRKDC	NCBIGene:5591	ENSG00000253729	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
BCL2L1	NCBIGene:598	ENSG00000171552	MCL1	NCBIGene:4170	ENSG00000143384	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
PRKDC	NCBIGene:5591	ENSG00000253729	TSPO	NCBIGene:706	ENSG00000100300	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
BRD2	NCBIGene:6046	ENSG00000204256	CARM1	NCBIGene:10498	ENSG00000142453	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
APEX1	NCBIGene:328	ENSG00000100823	PRKDC	NCBIGene:5591	ENSG00000253729	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CDK12	NCBIGene:51755	ENSG00000167258	KSR1	NCBIGene:8844	ENSG00000141068	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
LCK	NCBIGene:3932	ENSG00000182866	PIK3C2B	NCBIGene:5287	ENSG00000133056	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CDC25A	NCBIGene:993	ENSG00000164045	PIK3CG	NCBIGene:5294	ENSG00000105851	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CARM1	NCBIGene:10498	ENSG00000142453	FABP4	NCBIGene:2167	ENSG00000170323	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
LARS2	NCBIGene:23395	ENSG00000011376	PRKAA1	NCBIGene:5562	ENSG00000132356	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
BCL2L1	NCBIGene:598	ENSG00000171552	TYK2	NCBIGene:7297	ENSG00000105397	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CDKN1A	NCBIGene:1026	ENSG00000124762	TOP1	NCBIGene:7150	ENSG00000198900	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
AANAT	NCBIGene:15	ENSG00000129673	TOP1	NCBIGene:7150	ENSG00000198900	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
AMHR2	NCBIGene:269	ENSG00000135409	LCK	NCBIGene:3932	ENSG00000182866	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CDC25A	NCBIGene:993	ENSG00000164045	OXT	NCBIGene:5020	ENSG00000101405	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CIT	NCBIGene:11113	ENSG00000122966	STMN1	NCBIGene:3925	ENSG00000117632	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CDC25A	NCBIGene:993	ENSG00000164045	PRKDC	NCBIGene:5591	ENSG00000253729	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
ITGB7	NCBIGene:3695	ENSG00000139626	LCK	NCBIGene:3932	ENSG00000182866	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
LCK	NCBIGene:3932	ENSG00000182866	MAPK12	NCBIGene:6300	ENSG00000188130	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
DOT1L	NCBIGene:84444	ENSG00000104885	MCL1	NCBIGene:4170	ENSG00000143384	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CIT	NCBIGene:11113	ENSG00000122966	PIK3CG	NCBIGene:5294	ENSG00000105851	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
APEX1	NCBIGene:328	ENSG00000100823	ATM	NCBIGene:472	ENSG00000149311	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
MAPK12	NCBIGene:6300	ENSG00000188130	OXT	NCBIGene:5020	ENSG00000101405	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
CDC25A	NCBIGene:993	ENSG00000164045	RELA	NCBIGene:5970	ENSG00000173039	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
ATR	NCBIGene:545	ENSG00000175054	MST1R	NCBIGene:4486	ENSG00000164078	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
LCK	NCBIGene:3932	ENSG00000182866	MAP2K7	NCBIGene:5609	ENSG00000076984	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
APEX1	NCBIGene:328	ENSG00000100823	BRCA2	NCBIGene:675	ENSG00000139618	sgRNA	sgRNA	RNA-interference assay	K562 chronic myeloid leukemia cells	CVCL_0004	28319085
VHL	NCBIGene:7428	ENSG00000134086	KMT5A	NCBIGene:387893	ENSG00000183955	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	FMNL1	NCBIGene:752	ENSG00000184922	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	CABP1	NCBIGene:9478	ENSG00000157782	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	ING3	NCBIGene:54556	ENSG00000071243	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	ALPI	NCBIGene:248	ENSG00000163295	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	GRK2	NCBIGene:156	ENSG00000173020	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	APOC2	NCBIGene:344	ENSG00000234906	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	USP3	NCBIGene:9960	ENSG00000140455	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	CBFB	NCBIGene:865	ENSG00000067955	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	ICAM2	NCBIGene:3384	ENSG00000108622	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	CACNB4	NCBIGene:785	ENSG00000182389	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	TNRC6C	NCBIGene:57690	ENSG00000078687	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	EGLN2	NCBIGene:112398	ENSG00000269858	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	CAPN15	NCBIGene:6650	ENSG00000103326	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	FOXK2	NCBIGene:3607	ENSG00000141568	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	TLX2	NCBIGene:3196	ENSG00000115297	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	CHRNA10	NCBIGene:57053	ENSG00000129749	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	DOT1L	NCBIGene:84444	ENSG00000104885	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	YPEL1	NCBIGene:29799	ENSG00000100027	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
VHL	NCBIGene:7428	ENSG00000134086	MYT1	NCBIGene:4661	ENSG00000196132	lof_mutation	siRNA	RNA-interference assay	RCC4	CVCL_0498	25171417
TOP1	NCBIGene:7150	ENSG00000198900	UPF1	NCBIGene:5976	ENSG00000005007	pharmaceutical	siRNA	cell viability assay	MDA-MB-231	CVCL_0062	25269479
TOP1	NCBIGene:7150	ENSG00000198900	TRAF6	NCBIGene:7189	ENSG00000175104	pharmaceutical	siRNA	cell viability assay	MDA-MB-231	CVCL_0062	25269479
TOP1	NCBIGene:7150	ENSG00000198900	PPP2R1A	NCBIGene:5518	ENSG00000105568	pharmaceutical	siRNA	cell viability assay	MDA-MB-231	CVCL_0062	25269479
TOP1	NCBIGene:7150	ENSG00000198900	ATR	NCBIGene:545	ENSG00000175054	pharmaceutical	siRNA	cell viability assay	MDA-MB-231	CVCL_0062	25269479
TOP1	NCBIGene:7150	ENSG00000198900	USP5	NCBIGene:8078	ENSG00000111667	pharmaceutical	siRNA	cell viability assay	MDA-MB-231	CVCL_0062	25269479
TOP1	NCBIGene:7150	ENSG00000198900	RNF31	NCBIGene:55072	ENSG00000092098	pharmaceutical	siRNA	cell viability assay	MDA-MB-231	CVCL_0062	25269479
TOP1	NCBIGene:7150	ENSG00000198900	TAB2	NCBIGene:23118	ENSG00000055208	pharmaceutical	siRNA	cell viability assay	MDA-MB-231	CVCL_0062	25269479
BRAF	NCBIGene:673	ENSG00000157764	HMGCS1	NCBIGene:3157	ENSG00000112972	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	28468827
BRAF	NCBIGene:673	ENSG00000157764	HMGCL	NCBIGene:3155	ENSG00000117305	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	26145173
BRAF	NCBIGene:673	ENSG00000157764	CHPF2	NCBIGene:54480	ENSG00000033100	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	26145173
BRAF	NCBIGene:673	ENSG00000157764	CYP39A1	NCBIGene:51302	ENSG00000146233	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	26145173
BRAF	NCBIGene:673	ENSG00000157764	CYP2C9	NCBIGene:1559	ENSG00000138109	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	26145173
BRAF	NCBIGene:673	ENSG00000157764	CYP2J2	NCBIGene:1573	ENSG00000134716	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	26145173
BRAF	NCBIGene:673	ENSG00000157764	CYP2E1	NCBIGene:1571	ENSG00000130649	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	26145173
BRAF	NCBIGene:673	ENSG00000157764	CYP2S1	NCBIGene:29785	ENSG00000167600	activating mutation	shRNA	cell viability assay	A375	CVCL_0132	26145173
MYC	NCBIGene:4609	ENSG00000136997	AADAT	NCBIGene:51166	ENSG00000109576	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ABCC8	NCBIGene:6833	ENSG00000006071	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ABCD4	NCBIGene:5826	ENSG00000119688	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ACP6	NCBIGene:51205	ENSG00000162836	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ACTR10	NCBIGene:55860	ENSG00000131966	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ADAT1	NCBIGene:23536	ENSG00000065457	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	LPCAT4	NCBIGene:254531	ENSG00000176454	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	AHCTF1	NCBIGene:25909	ENSG00000153207	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	AIM2	NCBIGene:9447	ENSG00000163568	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	AIM2	NCBIGene:9447	ENSG00000163568	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	AKR1C3	NCBIGene:8644	ENSG00000196139	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ALKBH7	NCBIGene:84266	ENSG00000125652	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ALMS1	NCBIGene:7840	ENSG00000116127	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ALOX5AP	NCBIGene:241	ENSG00000132965	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	STRADB	NCBIGene:55437	ENSG00000082146	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ANKRD20A1	NCBIGene:84210	ENSG00000260691	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ANXA5	NCBIGene:308	ENSG00000164111	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	AP3S1	NCBIGene:1176	ENSG00000177879	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ARHGAP6	NCBIGene:395	ENSG00000047648	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ARL6	NCBIGene:84100	ENSG00000113966	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ARPC3	NCBIGene:10094	ENSG00000111229	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ARPC4	NCBIGene:10093	ENSG00000241553	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ATE1	NCBIGene:11101	ENSG00000107669	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ATP11B	NCBIGene:23200	ENSG00000058063	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ATP5PO	NCBIGene:539	ENSG00000241837	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BAIAP2L1	NCBIGene:55971	ENSG00000006453	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BARD1	NCBIGene:580	ENSG00000138376	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BCL6	NCBIGene:604	ENSG00000113916	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BET1	NCBIGene:10282	ENSG00000105829	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BID	NCBIGene:637	ENSG00000015475	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BLVRA	NCBIGene:644	ENSG00000106605	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BLZF1	NCBIGene:8548	ENSG00000117475	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BRAF	NCBIGene:673	ENSG00000157764	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BRD4	NCBIGene:23476	ENSG00000141867	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	BRF1	NCBIGene:2972	ENSG00000185024	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	C12orf43	NCBIGene:64897	ENSG00000157895	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	SDR39U1	NCBIGene:56948	ENSG00000100445	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	TICRR	NCBIGene:90381	ENSG00000140534	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	NUTM1	NCBIGene:256646	ENSG00000184507	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CEP20	NCBIGene:123811	ENSG00000133393	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	ODR4	NCBIGene:54953	ENSG00000157181	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	C1orf54	NCBIGene:79630	ENSG00000118292	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	METTL25B	NCBIGene:51093	ENSG00000143303	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	LAMP5	NCBIGene:24141	ENSG00000125869	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	FAM193A	NCBIGene:8603	ENSG00000125386	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	MRAP2	NCBIGene:112609	ENSG00000135324	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	MPIG6B	NCBIGene:80739	ENSG00000204420	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CACNA1G	NCBIGene:8913	ENSG00000006283	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CACNA1S	NCBIGene:779	ENSG00000081248	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CCL1	NCBIGene:6346	ENSG00000108702	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CCNB1IP1	NCBIGene:57820	ENSG00000100814	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CD80	NCBIGene:941	ENSG00000121594	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CDK13	NCBIGene:8621	ENSG00000065883	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CDH1	NCBIGene:999	ENSG00000039068	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CEP70	NCBIGene:80321	ENSG00000114107	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CHD1	NCBIGene:1105	ENSG00000153922	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CHPT1	NCBIGene:56994	ENSG00000111666	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CHST14	NCBIGene:113189	ENSG00000169105	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CLC	NCBIGene:1178	ENSG00000105205	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CNKSR1	NCBIGene:10256	ENSG00000142675	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	COCH	NCBIGene:1690	ENSG00000100473	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	COL4A3	NCBIGene:1285	ENSG00000169031	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	COL5A3	NCBIGene:50509	ENSG00000080573	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	COPA	NCBIGene:1314	ENSG00000122218	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	COPS4	NCBIGene:51138	ENSG00000138663	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	COQ3	NCBIGene:51805	ENSG00000132423	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CORO7	NCBIGene:79585	ENSG00000262246	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
MYC	NCBIGene:4609	ENSG00000136997	CRP	NCBIGene:1401	ENSG00000132693	overexpression	siRNA	RNA-interference assay	human mammary epithelial cells	n/a	22157079
